MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_isnull,MasVnrArea_isnull,GarageYrBlt_isnull,hasPoolArea,has2ndFlrSF,hasGarageArea,hasTotalBsmtSF,hasFireplaces,Id,SalePrice
60,4,100.0,12552,1,0,1,1,0,0,19,2,1,3,5,7,5,6,5,0,0,9,8,1,0.0,2,3,4,3,3,1,6,222,4,0,769,991,2,4,1,3,991,956,0,1947,0,0,2,1,3,1,2,8,4,1,4,4,6.0,2,2,678,3,3,2,0,136,0,0,0,0,0,5,2010,2,3,0,0,0,0,1,1,1,1,159,254900
20,3,70.0,7390,1,1,1,1,1,0,8,2,1,3,3,5,7,53,53,1,0,3,2,2,151.0,1,3,2,2,3,1,4,902,4,0,196,1098,2,2,1,3,1098,0,0,1098,1,0,1,0,3,1,1,6,4,0,0,4,53.0,1,1,260,3,3,2,0,0,0,0,0,0,0,7,2008,2,3,1,0,0,0,0,1,1,0,968,135000
20,3,65.0,9750,1,0,1,1,2,0,8,2,1,3,3,6,8,39,39,0,0,5,6,1,0.0,1,3,2,3,3,1,4,602,3,438,14,1054,2,3,1,3,1054,0,0,1054,1,0,1,1,3,1,1,6,4,0,0,4,39.0,1,2,460,3,3,2,180,0,0,0,80,0,0,7,2008,2,3,0,0,0,0,0,1,1,0,1260,151000
20,1,50.0,6000,1,0,1,1,1,0,3,2,1,3,3,5,6,51,51,1,0,8,9,1,0.0,1,3,2,2,3,1,3,308,4,0,620,928,2,3,1,2,928,0,0,928,0,0,1,0,3,1,1,5,4,0,0,4,51.0,3,1,288,3,3,2,0,0,0,0,0,0,0,6,2008,2,3,0,0,0,0,0,1,1,0,552,112500
50,3,60.0,9120,1,0,1,1,1,0,4,2,1,3,1,7,6,83,58,0,0,3,2,1,0.0,1,2,4,2,3,1,3,329,4,0,697,1026,2,4,1,3,1133,687,0,1820,1,0,2,0,4,1,1,8,4,0,0,2,83.0,1,1,240,3,3,0,0,100,0,0,0,0,0,6,2008,2,3,0,0,0,0,1,1,1,0,498,184000
75,3,102.0,15863,1,0,1,1,0,0,7,2,1,3,0,7,3,89,39,0,0,3,7,1,0.0,1,3,1,2,3,1,6,523,4,0,301,824,2,4,1,3,1687,998,397,3082,1,0,2,1,5,1,1,12,4,2,3,3,39.0,3,2,672,3,3,2,136,63,0,0,0,0,0,8,2009,2,3,0,0,0,0,1,1,1,1,1032,197000
50,3,70.0,11250,1,0,1,1,1,0,16,2,1,3,1,4,5,52,20,0,0,3,2,1,0.0,1,3,2,2,3,3,5,0,4,0,1104,1104,2,4,1,2,1104,684,0,1788,1,0,1,0,5,1,1,8,3,2,3,4,52.0,1,1,304,3,3,2,120,0,0,0,0,0,0,11,2009,2,3,1,0,0,0,1,1,1,1,1263,161500
30,1,60.0,7200,1,0,1,1,1,0,3,2,1,3,3,5,4,99,3,1,0,4,5,1,0.0,1,3,1,2,3,1,4,247,2,465,310,1022,1,2,0,3,1022,0,0,1022,1,0,1,0,2,1,1,4,0,0,0,2,53.0,1,1,280,3,3,2,0,30,226,0,0,0,0,6,2009,2,3,0,0,0,0,0,1,1,0,1014,85000
20,3,68.0,8814,1,0,1,1,1,0,15,2,1,3,3,7,5,2,0,0,0,9,8,2,80.0,2,3,4,3,3,1,6,925,4,0,349,1274,2,4,1,3,1274,0,0,1274,1,0,2,0,3,1,2,6,4,0,0,4,2.0,2,2,508,3,3,2,264,98,0,0,0,0,0,1,2007,3,4,0,0,0,0,0,1,1,0,1312,203000
60,3,77.0,11198,1,1,1,1,1,0,20,2,1,3,5,9,5,3,1,1,0,9,8,2,245.0,2,3,4,3,4,1,5,0,4,0,1122,1122,2,4,1,3,1134,1370,0,2504,0,0,2,1,4,1,3,11,4,1,4,5,3.0,3,3,656,3,3,2,144,39,0,0,0,0,0,6,2008,2,3,0,0,0,0,1,1,1,1,567,325000
60,3,70.0,11050,1,0,1,1,1,0,15,5,1,3,5,9,5,9,9,1,0,9,8,2,204.0,2,3,4,4,3,2,6,904,4,0,536,1440,2,4,1,3,1476,677,0,2153,1,0,2,1,3,1,3,8,4,2,5,4,9.0,3,3,736,3,3,2,253,142,0,0,0,0,0,5,2009,2,3,1,0,0,0,1,1,1,1,611,313000
60,3,75.0,9473,1,0,1,1,1,0,15,2,1,3,5,8,5,6,6,0,0,9,8,3,0.0,2,3,4,3,3,1,6,804,4,0,324,1128,2,4,1,3,1128,903,0,2031,1,0,2,1,3,1,2,7,4,1,4,4,6.0,2,2,577,3,3,2,0,211,0,0,0,0,0,3,2008,2,3,0,1,0,0,1,1,1,1,1279,237000
70,3,60.0,13515,1,0,1,1,1,0,4,2,1,3,5,6,6,88,57,2,0,3,2,1,0.0,1,3,4,2,3,1,5,0,4,0,764,764,2,4,1,2,1060,764,0,1824,0,0,1,0,3,1,1,8,4,1,4,2,67.0,1,2,520,3,3,0,0,0,126,0,0,0,0,7,2007,2,3,0,0,0,0,1,1,1,1,1264,180500
20,3,70.0,11425,1,1,1,1,0,0,8,2,1,3,3,5,6,52,52,0,0,8,9,1,0.0,1,3,2,2,3,1,2,486,4,0,522,1008,2,3,1,3,1008,0,0,1008,0,0,1,0,2,1,1,4,4,1,4,4,52.0,2,1,275,3,3,2,0,0,120,0,0,0,0,7,2006,2,3,1,0,0,0,0,1,1,1,817,137000
30,3,40.0,4280,1,0,1,1,1,0,17,2,1,3,3,5,6,94,5,0,0,2,5,1,0.0,1,3,4,2,3,1,1,365,4,0,75,440,2,2,0,3,694,0,0,694,0,0,1,0,2,1,2,4,4,1,4,2,17.0,1,1,352,4,3,1,0,0,34,0,0,0,0,3,2007,2,3,0,0,0,0,0,1,1,1,439,90350
90,3,55.0,12640,1,1,1,1,1,0,9,2,1,2,3,6,5,30,30,0,0,7,7,1,0.0,1,3,2,2,3,4,3,936,3,396,396,1728,2,2,1,3,1728,0,0,1728,0,0,2,0,4,2,1,8,4,0,0,4,30.0,1,2,574,3,3,2,40,0,0,0,0,0,0,7,2006,2,3,0,0,0,0,0,1,1,0,941,150900
20,3,78.0,10264,1,1,1,1,1,0,15,2,1,3,3,7,5,7,7,0,0,9,8,2,183.0,2,3,4,3,3,3,4,1162,4,0,426,1588,2,4,1,3,1588,0,0,1588,0,0,2,0,3,1,2,6,4,0,0,4,7.0,2,2,472,3,3,2,158,29,0,0,0,0,0,8,2006,2,3,0,0,0,0,0,1,1,0,97,214000
20,3,70.0,11341,1,1,1,1,1,0,6,2,1,3,3,5,6,53,14,1,0,3,2,2,180.0,1,3,2,3,3,1,4,1302,4,0,90,1392,2,2,1,3,1392,0,0,1392,1,0,1,1,3,1,1,5,1,1,4,2,53.0,1,2,528,3,3,2,0,0,0,0,95,0,0,5,2010,2,3,1,0,0,0,0,1,1,1,561,121500
60,3,160.0,15623,1,1,1,1,0,0,21,2,1,3,5,10,5,11,11,1,0,3,4,1,0.0,2,3,4,4,3,3,6,2096,4,0,300,2396,2,4,1,3,2411,2065,0,4476,1,0,3,1,4,1,3,10,4,2,3,4,11.0,3,3,813,3,3,2,171,78,0,0,0,555,0,7,2007,2,0,0,0,0,1,1,1,1,1,1183,745000
60,3,92.0,11952,1,0,1,1,1,0,14,4,1,3,5,7,6,30,30,2,1,2,7,1,0.0,1,3,2,3,3,1,5,0,4,0,808,808,2,2,1,3,1161,808,0,1969,0,0,2,1,3,1,1,8,4,1,4,4,30.0,2,2,534,3,3,2,0,0,0,0,276,0,0,11,2007,2,3,0,0,0,0,1,1,1,1,472,190000
120,3,43.0,3182,1,0,1,1,1,0,12,2,1,4,3,7,5,4,3,0,0,9,8,2,16.0,2,3,4,3,3,1,6,16,4,0,1330,1346,2,4,1,3,1504,0,0,1504,0,0,2,0,1,1,2,7,4,1,4,4,4.0,3,2,457,3,3,2,156,0,0,0,0,0,0,5,2009,2,3,0,0,0,0,0,1,1,1,1005,181000
20,3,68.0,9571,1,0,1,1,1,0,5,2,1,3,3,5,3,51,51,0,0,0,4,1,0.0,1,0,2,2,2,1,5,0,4,0,1276,1276,2,2,1,2,1276,0,0,1276,0,0,1,0,3,1,1,5,1,0,0,4,51.0,1,1,350,3,3,2,0,0,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,1,1,0,411,60000
20,3,122.0,11923,1,1,1,1,0,0,15,2,1,3,3,9,5,2,2,0,0,9,8,1,0.0,2,3,4,4,3,1,5,0,4,0,1800,1800,2,4,1,3,1800,0,0,1800,0,0,2,0,2,1,3,7,4,0,0,4,2.0,3,2,702,3,3,2,288,136,0,0,0,0,0,5,2009,2,3,0,0,0,0,0,1,1,0,964,239000
90,3,81.0,11841,0,0,1,1,1,0,5,2,1,2,2,6,5,17,17,0,0,5,6,2,104.0,1,2,2,3,3,3,6,816,4,0,0,816,2,2,1,3,816,0,0,816,1,0,1,0,3,1,1,5,4,0,0,0,27.0,0,0,0,0,0,2,0,32,0,0,0,0,0,5,2007,2,3,0,0,1,0,0,0,1,0,583,118500
20,3,60.0,7200,1,0,1,1,1,0,8,2,1,3,3,5,7,56,56,1,0,3,2,1,0.0,1,3,2,0,1,0,0,0,0,0,0,0,2,2,1,1,1040,0,0,1040,0,0,1,0,2,1,1,5,4,0,0,2,56.0,1,2,625,3,3,2,0,0,0,0,0,0,0,6,2006,2,3,0,0,0,0,0,1,0,0,157,109500
20,3,88.0,7990,1,1,1,1,1,0,15,2,1,3,3,5,6,33,33,1,0,5,6,1,0.0,1,3,2,3,3,1,5,0,4,0,924,924,2,2,1,3,924,0,0,924,0,0,1,0,3,1,1,5,4,0,0,2,27.0,1,1,280,3,3,2,0,0,0,0,0,0,0,4,2008,2,3,0,0,0,0,0,1,1,0,595,110000
45,3,59.0,7227,1,0,3,1,0,1,8,0,1,3,0,6,6,54,54,0,0,4,3,1,0.0,1,3,2,2,3,1,5,0,4,0,832,832,2,3,1,3,832,0,0,832,0,0,1,0,2,1,2,4,4,0,0,2,46.0,1,2,528,3,3,2,0,0,0,0,0,0,0,6,2008,2,3,0,0,0,0,0,1,1,0,618,105500
60,3,70.0,11214,1,1,1,1,0,0,13,2,1,3,5,7,5,8,7,0,0,9,8,1,0.0,2,3,4,3,3,1,5,0,4,0,930,930,2,3,1,3,956,930,0,1886,0,0,2,1,4,1,2,10,4,1,3,4,8.0,3,2,431,3,3,2,89,0,0,0,0,0,0,7,2006,2,3,1,0,0,0,1,1,1,1,448,199900
20,3,90.0,14684,1,1,1,1,3,0,11,2,1,3,3,7,7,19,18,1,0,5,6,2,234.0,2,3,2,3,3,2,4,485,1,177,1496,2158,2,3,1,3,2196,0,0,2196,0,0,2,0,3,1,2,7,4,1,3,4,19.0,2,3,701,3,3,2,84,70,0,0,0,0,0,6,2009,2,3,0,0,0,0,0,1,1,1,1206,271900
190,3,75.0,11625,1,0,1,1,1,0,6,2,1,0,3,5,4,45,45,1,0,7,6,1,0.0,1,3,4,2,3,2,2,841,4,0,198,1039,2,4,1,3,1039,0,0,1039,1,0,1,1,3,1,1,6,4,0,0,4,45.0,1,2,504,3,3,2,0,0,0,0,0,0,0,4,2010,2,3,0,0,0,0,0,1,1,0,862,131500
50,3,115.0,21286,1,0,1,1,1,0,6,2,1,3,1,5,5,60,58,0,0,3,2,1,0.0,1,3,2,2,3,1,5,0,4,0,720,720,2,2,1,3,720,551,0,1271,0,0,2,0,4,1,1,7,4,1,4,4,60.0,1,1,312,3,3,2,0,0,108,0,0,0,0,8,2008,2,3,0,0,0,0,1,1,1,1,1011,135000
50,3,50.0,8405,1,0,1,1,1,0,5,2,1,3,1,5,8,108,58,0,0,4,3,1,0.0,1,3,1,2,4,1,3,241,1,391,229,861,2,4,1,3,961,406,0,1367,1,0,1,0,4,1,1,7,4,0,0,2,30.0,1,1,384,3,3,2,0,130,112,0,0,0,0,4,2008,2,3,0,0,0,0,1,1,1,0,391,119000
60,3,46.0,20544,1,1,1,1,3,0,14,2,1,3,5,7,6,22,17,0,0,7,7,2,123.0,1,2,2,3,3,1,5,0,4,0,791,791,2,3,1,3,1236,857,0,2093,0,0,2,1,3,1,1,7,4,1,3,4,22.0,3,2,542,3,3,2,364,63,0,0,0,0,0,11,2008,2,3,0,0,0,0,1,1,1,1,1410,215000
20,3,36.0,15523,1,1,1,1,3,0,15,2,1,3,3,5,6,37,37,0,0,5,7,1,0.0,1,3,2,2,3,3,2,460,4,0,404,864,2,4,1,3,864,0,0,864,1,0,1,0,3,1,1,5,4,1,2,4,37.0,1,1,338,3,3,2,0,0,0,0,0,0,0,8,2009,2,3,0,0,0,0,0,1,1,1,848,133500
50,3,50.0,9638,1,0,1,1,1,0,7,1,1,3,1,6,7,91,20,0,0,3,1,1,0.0,1,3,4,2,3,1,5,0,4,0,804,804,2,4,1,3,1699,748,0,2447,0,0,2,0,4,1,2,10,3,1,4,2,41.0,1,1,336,3,3,2,272,0,42,0,116,0,0,3,2010,2,3,0,0,0,0,1,1,1,1,1285,169000
85,3,80.0,8800,1,0,1,1,1,0,8,1,1,3,2,6,7,47,47,0,0,4,3,2,156.0,1,2,4,2,3,4,6,763,4,0,173,936,2,4,1,3,1054,0,0,1054,1,0,1,0,3,1,2,6,4,0,0,4,47.0,2,2,480,3,3,2,120,0,0,0,0,0,0,5,2010,2,0,0,0,0,0,0,1,1,0,616,137500
20,3,70.0,8402,1,0,1,1,1,0,9,1,1,3,3,5,5,0,0,0,0,9,8,1,0.0,1,3,4,3,3,1,4,206,4,0,914,1120,2,4,1,3,1120,0,0,1120,0,0,1,0,3,1,1,6,4,0,0,0,27.0,0,0,0,0,0,2,0,30,0,0,0,0,0,12,2007,3,4,0,0,1,0,0,0,1,0,614,147000
20,3,73.0,8688,1,0,1,1,1,0,19,2,1,3,3,7,5,1,1,0,0,9,8,2,228.0,2,3,4,3,3,3,5,0,4,0,1616,1616,2,4,1,3,1616,0,0,1616,0,0,2,0,3,1,2,7,4,0,0,4,1.0,2,3,834,3,3,2,208,59,0,0,0,0,0,4,2006,2,3,0,0,0,0,0,1,1,0,1304,232000
20,3,79.0,10289,1,0,1,1,1,0,8,2,1,3,3,5,7,42,42,1,0,4,3,2,168.0,1,3,2,2,3,1,4,836,4,0,237,1073,2,2,1,3,1073,0,0,1073,1,0,1,1,3,1,1,6,4,0,0,4,42.0,2,2,515,3,3,2,0,0,0,0,0,0,0,6,2007,2,3,0,0,0,0,0,1,1,0,487,156000
20,3,77.0,10010,1,0,1,1,1,1,9,2,1,3,3,5,5,32,31,0,0,5,6,1,0.0,1,3,2,3,3,3,4,1071,3,123,195,1389,2,3,1,3,1389,0,0,1389,1,0,1,0,2,1,1,6,4,1,3,4,31.0,2,2,418,3,3,2,240,38,0,0,0,0,0,4,2006,2,3,0,0,0,0,0,1,1,1,562,170000
30,3,70.0,12342,1,1,1,1,1,0,5,2,1,3,3,4,5,69,59,0,0,9,8,1,0.0,1,3,2,2,3,1,2,262,4,0,599,861,2,4,1,3,861,0,0,861,0,0,1,0,1,1,1,4,4,0,0,2,48.0,1,2,539,3,3,2,158,0,0,0,0,0,0,3,2009,2,3,1,0,0,0,0,1,1,0,309,82500
70,3,60.0,7200,1,0,1,1,1,0,7,1,1,3,5,7,9,73,2,0,0,3,2,1,0.0,2,2,4,3,4,1,4,350,1,210,0,560,2,4,1,3,575,560,0,1135,1,0,1,0,3,1,2,6,4,0,0,2,38.0,2,2,576,3,3,2,256,0,0,0,0,0,0,4,2009,2,3,0,0,0,0,1,1,1,0,462,155000
60,3,77.0,9965,1,0,1,1,1,0,15,2,1,3,5,8,5,1,0,1,0,9,8,4,340.0,2,3,4,4,3,4,6,1150,4,0,316,1466,2,4,1,3,1466,1362,0,2828,1,0,3,0,4,1,2,11,4,1,3,5,1.0,2,3,1052,3,3,2,125,144,0,0,0,0,0,4,2007,3,4,0,0,0,0,1,1,1,1,1143,424870
120,3,39.0,5389,1,1,1,1,1,0,20,2,1,4,3,8,5,15,14,0,0,10,10,1,0.0,2,3,4,3,3,1,6,1180,4,0,415,1595,2,4,1,3,1616,0,0,1616,1,0,2,0,2,1,2,5,4,1,3,4,15.0,2,2,608,3,3,2,237,152,0,0,0,0,0,3,2010,2,3,0,0,0,0,0,1,1,1,731,236500
20,3,90.0,10768,1,1,1,1,0,0,10,2,1,3,3,5,8,31,3,0,0,7,7,1,0.0,2,2,2,3,3,4,4,1157,4,0,280,1437,2,2,1,3,1437,0,0,1437,1,0,2,0,3,1,2,6,4,1,2,4,31.0,2,2,528,3,3,2,0,21,0,0,180,0,0,7,2007,2,3,0,0,0,0,0,1,1,1,1156,218000
20,3,75.0,9750,1,0,1,1,1,0,15,2,1,3,3,7,5,9,8,0,0,9,8,2,171.0,2,3,4,3,3,1,5,0,4,0,1630,1630,2,4,1,3,1630,0,0,1630,0,0,2,0,3,1,2,6,4,1,3,4,9.0,1,2,451,3,3,2,74,234,0,0,0,0,0,10,2009,2,3,0,0,0,0,0,1,1,1,1204,213000
20,3,85.0,14331,1,0,1,1,1,0,18,2,1,3,3,8,5,4,4,1,0,9,8,2,630.0,2,3,4,4,3,4,6,1274,4,0,526,1800,2,4,1,3,1800,0,0,1800,1,0,2,0,3,1,2,7,4,1,4,4,4.0,3,3,765,3,3,2,270,78,0,0,0,0,0,5,2006,2,3,0,0,0,0,0,1,1,1,701,312500
80,3,80.0,9600,1,0,1,1,2,0,10,1,1,3,4,6,7,31,13,1,0,7,7,2,360.0,2,2,2,2,3,1,5,0,4,0,528,528,2,4,1,3,1094,761,0,1855,0,0,2,1,3,1,1,7,4,1,3,4,31.0,2,2,512,3,3,2,113,100,0,0,0,0,0,8,2007,2,3,0,0,0,0,1,1,1,1,850,187000
60,3,70.0,24682,1,2,1,1,3,0,13,3,1,3,5,6,5,10,10,0,0,9,8,1,0.0,1,3,4,3,3,1,5,0,4,0,841,841,2,4,1,3,892,783,0,1675,0,0,2,1,3,1,1,7,4,1,3,5,10.0,3,2,502,3,3,2,0,103,0,0,0,0,0,6,2009,2,3,1,0,0,0,1,1,1,1,1261,181000
60,3,76.0,10142,1,1,1,1,1,0,11,2,1,3,5,7,5,6,6,0,0,9,8,1,0.0,2,3,4,3,3,1,6,656,4,0,300,956,2,4,1,3,956,1128,0,2084,1,0,2,1,4,1,2,8,4,0,0,5,6.0,2,2,618,3,3,2,0,45,0,0,0,0,0,1,2010,2,3,0,0,0,0,1,1,1,0,788,233000
50,3,60.0,9084,1,0,1,1,1,0,5,0,1,3,1,5,6,67,58,0,0,9,8,1,0.0,1,3,2,2,2,2,1,236,2,380,0,616,2,2,0,3,616,495,0,1111,0,1,1,0,3,1,1,5,4,0,0,2,67.0,1,1,200,3,1,2,48,0,0,0,0,0,0,3,2008,1,3,0,0,0,0,1,1,1,0,353,95000
30,3,56.0,4130,1,1,1,1,1,0,4,2,1,3,3,3,6,73,5,0,0,9,8,1,0.0,2,3,2,2,3,1,5,0,4,0,270,270,2,3,1,3,729,0,0,729,0,0,1,0,2,1,1,5,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2008,2,3,0,0,1,0,0,0,1,0,711,52000
20,3,48.0,17043,1,1,1,1,3,0,14,2,1,3,3,6,5,30,11,0,0,5,6,1,0.0,1,2,2,3,2,1,5,0,4,0,1362,1362,2,2,1,3,1586,0,0,1586,0,0,2,0,3,1,1,7,4,1,3,4,30.0,1,2,435,3,3,2,192,0,0,0,0,0,0,1,2009,2,3,0,0,0,0,0,1,1,1,125,181000
20,3,63.0,17423,1,1,1,1,3,0,20,2,1,3,3,9,5,1,0,1,0,9,8,4,748.0,3,3,4,4,3,1,6,1904,4,0,312,2216,2,4,1,3,2234,0,0,2234,1,0,2,0,1,1,3,9,4,1,4,4,0.0,3,3,1166,3,3,2,0,60,0,0,0,0,0,7,2009,3,4,0,0,0,0,0,1,1,1,179,501837
20,3,70.0,8125,1,1,1,1,0,0,8,2,1,3,3,4,4,35,35,0,0,5,6,1,0.0,1,3,2,2,3,1,2,614,4,0,244,858,2,2,1,3,858,0,0,858,0,0,1,0,3,1,1,5,4,0,0,0,26.0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,2006,2,3,1,0,1,0,0,0,1,0,288,88000
20,3,70.0,8780,1,1,1,1,0,0,9,2,1,3,3,5,5,24,24,0,0,5,7,1,0.0,1,3,2,2,3,1,4,625,4,0,208,833,2,4,1,3,833,0,0,833,1,0,1,0,3,1,1,5,4,0,0,0,29.0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2009,2,3,1,0,1,0,0,0,1,0,1408,112000
20,3,70.0,7763,1,0,1,1,1,0,8,2,1,3,3,5,7,46,28,0,0,4,3,1,0.0,1,2,2,2,3,1,3,504,1,108,319,931,2,2,1,3,1283,0,0,1283,1,0,1,0,3,1,1,6,4,0,0,2,28.0,1,2,506,3,3,2,0,0,0,0,0,0,0,10,2008,2,3,0,0,0,0,0,1,1,0,1209,140000
20,3,80.0,9600,1,0,1,1,1,0,8,2,1,3,3,6,5,56,56,1,0,5,6,4,238.0,1,3,2,2,3,1,6,1285,4,0,131,1416,2,2,1,3,1644,0,0,1644,1,0,1,0,3,1,1,7,4,2,4,4,56.0,3,2,418,3,3,2,110,0,0,0,0,0,0,10,2009,2,3,0,0,0,0,0,1,1,1,295,167000
20,3,80.0,11600,1,0,1,1,1,0,8,2,1,3,3,6,5,46,46,1,0,3,2,2,175.0,1,3,2,2,3,1,3,565,4,0,818,1383,2,2,1,3,1383,0,0,1383,0,0,1,1,3,1,1,7,4,0,0,4,46.0,2,1,292,3,3,2,0,45,0,0,0,0,0,4,2006,2,3,0,0,0,0,0,1,1,0,328,145250
20,3,85.0,13175,1,0,1,1,1,0,14,2,1,3,3,6,6,32,22,0,0,7,7,4,119.0,1,3,2,3,3,1,4,790,2,163,589,1542,2,2,1,3,2073,0,0,2073,1,0,2,0,3,1,1,7,2,2,3,4,32.0,1,2,500,3,3,2,349,0,0,0,0,0,0,2,2010,2,3,0,0,0,0,0,1,1,1,1457,210000
70,1,60.0,10440,1,0,1,1,1,0,3,2,1,3,5,5,8,104,6,0,0,4,3,1,0.0,1,3,4,2,3,1,5,0,4,0,650,650,2,3,1,3,958,581,0,1539,0,0,2,0,3,1,2,8,4,1,1,2,25.0,1,2,686,4,3,1,70,78,68,0,0,0,0,6,2008,2,3,0,0,0,0,1,1,1,1,842,157500
20,3,84.0,10084,1,0,1,1,1,0,15,2,1,3,3,7,5,1,0,0,0,9,8,2,196.0,2,3,4,3,3,3,6,24,4,0,1528,1552,2,4,1,3,1552,0,0,1552,0,0,2,0,3,1,2,7,4,0,0,4,1.0,2,3,782,3,3,2,144,20,0,0,0,0,0,7,2006,3,4,0,0,0,0,0,1,1,0,1122,212900
20,3,70.0,9100,1,0,1,1,1,0,8,2,1,3,3,5,6,44,44,0,0,9,8,1,0.0,1,3,2,2,3,1,2,338,2,466,121,925,2,4,1,3,925,0,0,925,0,1,1,0,2,1,1,5,4,0,0,2,44.0,1,1,429,3,3,2,0,0,0,0,0,0,0,7,2009,2,3,0,0,0,0,0,1,1,0,932,117500
20,3,65.0,8773,1,0,1,1,2,0,15,2,1,3,3,7,5,6,6,0,0,9,8,2,98.0,2,3,4,3,3,3,6,24,4,0,1390,1414,2,4,1,3,1414,0,0,1414,0,0,2,0,3,1,2,6,4,0,0,4,6.0,2,2,494,3,3,2,132,105,0,0,0,0,0,5,2010,2,3,0,0,0,0,0,1,1,0,237,185500
50,0,105.0,8470,1,1,1,1,0,0,2,1,0,3,1,3,2,94,27,1,0,7,7,1,0.0,0,0,2,2,2,1,5,0,4,0,1013,1013,2,2,0,3,1013,0,513,1526,0,0,1,0,2,1,0,6,4,0,0,0,29.0,0,0,0,0,0,0,0,0,156,0,0,0,0,10,2009,1,0,0,0,1,0,0,0,1,0,89,85000
90,3,70.0,8393,1,0,1,1,0,0,8,2,1,2,3,5,5,47,1,0,0,4,3,2,122.0,1,3,2,2,3,1,1,528,4,0,1098,1626,2,4,1,3,1712,0,0,1712,0,0,2,0,4,2,1,8,4,0,0,4,1.0,3,2,588,3,3,2,272,54,0,0,0,0,0,6,2006,2,2,0,0,0,0,0,1,1,0,887,145000
20,3,87.0,11146,1,1,1,1,1,0,22,2,1,3,3,8,5,3,3,0,0,9,8,4,250.0,2,3,4,4,3,3,5,0,4,0,1709,1709,2,4,1,3,1717,0,0,1717,0,0,2,0,3,1,2,7,4,1,4,4,3.0,2,3,908,3,3,2,169,39,0,0,0,0,0,7,2009,2,3,0,0,0,0,0,1,1,1,553,255500
70,1,50.0,9000,1,0,1,1,0,0,3,0,1,3,5,5,6,126,15,0,0,9,8,1,0.0,1,3,1,1,2,1,5,0,4,0,636,636,2,2,1,2,1089,661,0,1750,0,0,1,0,3,1,3,8,4,0,0,2,69.0,1,1,240,1,2,0,0,0,293,0,0,0,0,6,2006,2,0,0,0,0,0,1,1,1,0,631,124000
50,1,50.0,6000,1,0,1,1,1,0,4,2,1,3,1,6,9,72,9,0,0,4,3,1,0.0,2,3,1,2,3,1,5,0,4,0,698,698,2,2,1,3,786,390,0,1176,0,0,1,0,2,1,1,4,4,0,0,2,10.0,1,2,624,3,3,0,210,0,0,0,0,0,0,7,2009,2,3,0,0,0,0,1,1,1,0,1353,134900
60,3,106.0,11194,1,1,1,1,0,0,13,2,1,3,5,8,5,6,6,0,0,9,8,2,40.0,2,3,4,3,3,1,5,0,4,0,1406,1406,2,4,1,3,1454,482,0,1936,0,0,2,1,3,1,2,7,4,1,3,4,6.0,2,2,504,3,3,2,188,124,0,0,0,0,0,11,2006,2,3,0,0,0,0,1,1,1,1,666,230500
20,3,70.0,7340,1,1,1,1,1,0,8,2,1,3,3,4,6,36,36,0,0,5,6,1,0.0,1,3,2,2,3,1,4,322,4,0,536,858,2,2,1,3,858,0,0,858,0,0,1,0,2,1,1,4,4,0,0,2,28.0,1,1,684,3,3,2,0,0,0,0,0,0,0,6,2007,2,3,1,0,0,0,0,1,1,0,901,110000
60,3,120.0,15611,1,0,1,1,1,0,15,2,1,3,5,8,5,0,0,0,0,9,8,1,0.0,2,3,4,3,3,3,5,0,4,0,1079,1079,2,4,1,3,1079,840,0,1919,0,0,2,1,3,1,2,8,4,1,4,4,0.0,2,2,685,4,3,2,0,51,0,0,0,0,0,7,2006,3,4,0,0,0,0,1,1,1,1,291,233230
70,1,60.0,7200,1,0,1,1,0,0,3,2,1,3,5,7,7,86,56,1,0,3,2,1,0.0,1,3,1,1,3,1,5,0,4,0,596,596,2,4,1,3,998,764,0,1762,1,0,1,1,4,1,2,8,4,0,0,2,17.0,1,2,576,3,3,0,36,0,221,0,0,0,0,10,2006,2,3,0,0,0,0,1,1,1,0,1383,157000
